id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only
2341,Mount Tabor Country Club,Country Club Rd,Parsippany-Troy Hills,NJ,7878,,USA,Morris,973,34027,,5640,EST,Y,40.8657,40.86938,-74.4804,-74.477572,(973) 627-5995,N,Y,9,Private,1900,,Apr 1 to Nov 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$21.20-	$26.50,$26.50 wknd,2 days,,,,,,,
2343,Jumping Brook Country Club,210 Jumping Brook Rd,Neptune,NJ,7753,,USA,Monmouth,732,34025,,5190,EST,Y,40.2205,40.2223904,-74.0818,-74.0867319,(732) 922-6140,Y,Y,18,Private,1925,Willard Wilkinson,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$60.00-	$69.00,$69 wknd,3 days,,,,,,,
2347,White Oaks Country Club,2951 Dutch Mill Rd,Newfield,NJ,8344,,USA,Gloucester,856,34015,,6160,EST,Y,39.564,39.591234,-75.0467,-74.951113,(856) 697-8900,Y,Y,18,Semi-private,1999,Steve Fillpone,Open all year,Open,"No denim, collared shirt required",$50.00-	$60.00,$54 wknd,Yes,,,,,,,
2349,Newton Country Club,25 Club Rd,Newton,NJ,7860,,USA,Sussex,973,34037,,5640,EST,Y,41.0621,41.049423,-74.8033,-74.726693,(973) 383-9394,Y,Y,18,Private,0,,Apr 1 to Nov 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$35.00-	$45.00,$45 wknd,Yes,,,,,,,
2351,Green Brook Country Club,100 W Greenbrook Rd,North Caldwell,NJ,7006,,USA,Essex,973,34013,,5640,EST,Y,40.852,40.867053,-74.2818,-74.2689259,(973) 228-1800,Y,Y,18,Private,1930,,Mar 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2353,Ocean City Golf Course,Bay Ave &amp; 26th St,Ocean City,NJ,8226,,USA,Cape May,609,34009,,560,EST,Y,39.2561,39.26282,-74.6071,-74.604224,(609) 399-1315,Y,Y,18,Private,1957,"Willie Dunn, Jr.",Open all year,Open,Shirt and shoes required,$9.00,$9 wknd,Yes,,,,,,,
2356,Glenwood Country Club,U.S. 9 &amp; Fairway Ln,Old Bridge,NJ,8857,,USA,Middlesex,732,34023,,5015,EST,Y,40.3948,40.4094438,-74.3294,-74.3058339,(732) 607-2582,Y,Y,18,Private,1968,Hal Purdy,Mar 15 to Dec 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00-$50.00,$50 wknd,5 days,,,,,,,
2357,Old Tappan Golf Course,83 Dewolf Rd,Old Tappan,NJ,7675,,USA,Bergen,201,34003,,875,EST,Y,41.0025,41.024029,-74.0303,-73.98164,(201) 767-1199,Y,Y,9,Private,1970,Hal Purdy,Mar 15 to Dec 31 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00-	$55.00,$55 wknd,Yes,,,,,,,
2358,Hackensack Golf Club,Soldier Hill Rd,Oradell,NJ,7649,,USA,Bergen,201,34003,,875,EST,Y,40.9548,40.9627386,-74.0328,-74.0398539,(201) 261-5505,Y,Y,18,Private,1899,Charles Banks,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$90.00,$80 wknd,Yes,,,,,,,
2361,"Center/West Course at Ridgewood Country Club, The",96 W Midland Ave,Paramus,NJ,7652,,USA,Bergen,201,34003,,875,EST,Y,40.9453,40.94958,-74.0713,-74.080249,(201) 225-6500,Y,Y,27,Private,1927,A. W. Tillinghast,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$75.00,,,,,,,,,
2363,Pennsauken Country Club,3800 Haddonfield Rd,Pennsauken,NJ,8109,,USA,Camden,856,34007,,6160,EST,Y,39.95,39.9590393,-75.0501,-75.0254978,(856) 662-4961,N,Y,18,Semi-private,1932,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$30.00,$30 wknd,7 days,,,,,,,
2365,Harkers Hollow Golf Club,950 Uniontown Rd,Phillipsburg,NJ,8865,,USA,Warren,908,34041,,5640,EST,Y,40.7083,40.731584,-75.1472,-75.143652,(908) 859-0448,Y,Y,18,Private,1929,Robert White,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$49.00-	$57.00,$57 wknd,7 days,,,,,,,
2366,Picatinny Golf Club,Building 121-b,Picatinny Arsenal,NJ,7806,,USA,Morris,973,34027,,5640,EST,Y,40.8866,,-74.5807,,(973) 989-2466,Y,Y,18,Military,1928,A. W. Tillinghast,Mar 1 to Dec 1,Only with a Member,"No denim, collared shirt and bermuda shorts required",$20.00-	$35.00,$35 wknd,1 days,,,,,,,
2367,Pine Hill Golf Club,500 W Branch Ave,Pine Hill,NJ,8021,,USA,Camden,856,34007,,6160,EST,Y,39.8055,39.7876284,-74.9997,-75.004335,(856) 435-3100,Y,Y,18,Semi-private,2001,Tom Fazio,Mar 1 to Dec 30,Open,"No denim, collared shirt and bermuda shorts required",$100.00,$13 wknd,7 days,,,,,,,
2368,Pine Valley Course at Pine Valley Golf Club,E Atlantic Ave,Clementon,NJ,8021,,USA,Camden,856,34007,,6160,EST,Y,39.8055,39.7916617,-74.9997,-74.9716705,(856) 309-3203,Y,Y,9,Private,1918,George Crump,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2372,Plainfield Country Club,1591 Woodland Ave,Plainfield,NJ,7060,,USA,Union,908,34039,,5640,EST,Y,40.631,40.6010122,-74.4312,-74.3947101,(908) 757-1800,Y,Y,18,Private,1920,Donald Ross,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,Yes,,,,,,,
2374,Pomona Golf Course,400 Moss Mill Rd,Absecon,NJ,8205,,USA,Atlantic,609,34001,,560,EST,Y,39.473,39.4958696,-74.4957,-74.4882018,(609) 965-3232,N,Y,9,Semi-private,1943,,Open all year,Open,Shirt and shoes required,$12.00-	$14.00,$14 wknd,Yes,,,,,,,
2378,Springdale Golf Club,26 College Rd W,Princeton,NJ,8540,,USA,Mercer,609,34021,,8480,EST,Y,40.3679,40.34311,-74.6543,-74.663386,(609) 924-3198,Y,Y,18,Private,1928,Gerald Lambert,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$75.00-	$90.00,$19 wknd,Yes,,,,,,,
2379,TPC at Jasna Polana,8 Lawrenceville Rd,Princeton,NJ,8540,,USA,Mercer,609,34021,,8480,EST,Y,40.3679,40.323731,-74.6543,-74.696053,(609) 688-0500,Y,Y,18,Private,1998,Gary Player,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$215.00,,365 days,,,,,,,
2380,Ramsey Golf & Country Club,105 Lakeside Dr,Ramsey,NJ,7446,,USA,Bergen,201,34003,,875,EST,Y,41.0594,41.0475491,-74.1457,-74.1338168,(201) 327-3877,Y,Y,18,Private,1940,Hal Purdy,Mar 15 to Dec 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00-	$50.00,$50 wknd,7 days,,,,,,,
2381,Copper Hill Country Club,100 Copper Hill Rd,Ringoes,NJ,8551,,USA,Hunterdon,908,34019,,5015,EST,Y,40.4412,40.46361,-74.8354,-74.870272,(908) 782-4455,Y,Y,18,Private,0,,Mar 1 to Dec 30 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$45.00-$65.00,$65 wknd,Yes,,,,,,,
2383,"Ridge at Back Brook, The",211 Wertsville Rd,Ringoes,NJ,8551,,USA,Hunterdon,908,34019,,5015,EST,Y,40.4412,40.437954,-74.8354,-74.822536,(609) 466-7702,Y,Y,18,Private,2000,Tom Fazio,Apr 1 to Dec 1,Only with a Member,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2385,Blue/White Course at Edgewood Country Club,449 Rivervale Rd,River Vale,NJ,7675,,USA,Bergen,201,34003,,875,EST,Y,41.0025,41.012546,-74.0303,-74.0152729,(201) 666-1200,Y,Y,27,Private,1948,,Mar 15 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$40.00,,,,,,,,,
2387,Riverton Country Club,1416 Highland Ave,Riverton,NJ,8077,,USA,Burlington,856,34005,,6160,EST,Y,40.0002,39.9964,-74.9938,-75.003,(856) 829-1919,Y,Y,18,Private,1900,Donald Ross,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$60.00-$65.00,$65 wknd,Yes,,,,,,,
2388,Miry Run Country Club,106-B Sharon Rd,Trenton,NJ,8691,,USA,Mercer,609,34021,,8480,EST,Y,40.2135,40.214225,-74.5716,-74.600241,(609) 259-1010,N,Y,18,Semi-private,1964,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$20.00-$25.00,$25 wknd,4 days,,,,,,,
2392,Roselle Golf Club,417 Raritan Rd,Roselle,NJ,7203,,USA,Union,908,34039,,5640,EST,Y,40.6527,40.6456,-74.2601,-74.2674,(908) 245-9671,Y,Y,9,Private,1917,Seth Raynor,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00-$30.00,$30 wknd,2 days,,,,,,,
2393,Rumson Golf Club,163 Rumson Rd,Rumson,NJ,7760,,USA,Monmouth,732,34025,,5190,EST,Y,40.3613,40.3517985,-74.0061,-74.0201655,(732) 842-2885,Y,Y,18,Private,1910,Herbert H. Burks,Open all year (closed on Mondays),Closed,No dress code,,,Yes,,,,,,,
2394,Country Club of Salem,91 Country Club Rd,Salem,NJ,8079,,USA,Salem,856,34033,,6160,EST,Y,39.5115,39.5585074,-75.4437,-75.5151555,(856) 935-1603,Y,N,9,Private,1898,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$10.00-$18.00,$18 wknd,Yes,,,,,,,
2398,Shackamaxon Golf & Country Club,1607 Shackamaxon Dr,Scotch Plains,NJ,7076,,USA,Union,908,34039,,5640,EST,Y,40.6176,40.6243,-74.3695,-74.3518,(908) 233-3989,Y,Y,18,Private,1916,A. W. Tillinghast,Mar 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",,$50 wknd,7 days,,,,,,,
2401,East Orange Golf Course,440 Parsonage Hill Rd,Short Hills,NJ,7078,,USA,Essex,973,34013,,5640,EST,Y,40.7427,40.7561186,-74.3317,-74.3439878,(973) 379-7190,Y,Y,18,Semi-private,1926,Tom Bendelow,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$30.00-$35.00,$35 wknd,Yes,,,,,,,
2402,Millburn Municipal Golf Course,White Oak Ridge Rd,Short Hills,NJ,7078,,USA,Essex,973,34013,,5640,EST,Y,40.7427,40.7458626,-74.3317,-74.3347186,(973) 379-4156,U,U,9,Private,1970,Hal Purdy,Apr 1 to Nov 1 (closed on Mondays),Reciprocal,Shirt and shoes required,$5.00-	$9.50,$9.50 wknd,Yes,,,,,,,
2404,"Bedens Brook Club, The",Rolling Hill Rd,Skillman,NJ,8558,,USA,Somerset,609,34035,,5015,EST,Y,40.4188,40.389924,-74.7009,-74.7154001,(609) 466-3063,Y,Y,18,Private,1964,,Apr 1 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00-$60.00,$60 wknd,Yes,,,,,,,
2405,Cherry Valley Country Club,133 Country Club Dr,Skillman,NJ,8558,,USA,Somerset,609,34035,,5015,EST,Y,40.4188,40.399025,-74.7009,-74.713607,(609) 466-4464,Y,Y,18,Private,1991,Rees Jones,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00-$65.00,$65 wknd,4 days,,,,,,,
2406,Greate Bay Golf Club,901 Mays Landing Rd,Somers Point,NJ,8244,,USA,Atlantic,609,34001,,560,EST,Y,39.3201,39.3128014,-74.6047,-74.6070921,(609) 927-0066,N,Y,18,Private,1921,"Willie Park, Jr.",Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$50.00-	$60.00,$60 wknd,5 days,,,,,,,
2410,Fox Hollow Golf Club,59 Fox Chase Run,Somerville,NJ,8876,,USA,Somerset,908,34035,,5015,EST,Y,40.5554,40.617094,-74.6608,-74.7050129,(908) 526-0010,N,Y,18,Private,1962,Hal Purdy,Open all year,Reciprocal,"Collared shirt, no cutoffs, denim OK",$65.00,$33 wknd,365 days,,,,,,,
2411,Lakewood Country Club,145 Country Club Dr,Sparta,NJ,8701,,USA,Ocean,732,34029,,5190,EST,Y,40.0765,,-74.2021,,(732) 364-8899,N,Y,18,Semi-private,1892,"Willie Dunn, Jr.",Open all year,Open,No tank tops or cutoffs,$22.00-$26.00,$100 wknd,5 days,,,,,,,
2412,Lake Mohawk Golf Club,471 W Shore Trail,Sparta,NJ,7871,,USA,Sussex,973,34037,,5640,EST,Y,41.0447,41.0169048,-74.6279,-74.6643608,(973) 729-6466,U,U,18,Private,1928,Duer Irving Sewall,Apr 1 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$45.00-	$65.00,$65 wknd,Yes,,,,,,,
2413,Skyview Golf Club,226 Lafayette Rd,Sparta,NJ,7871,,USA,Sussex,973,34037,,5640,EST,Y,41.0447,41.0489672,-74.6279,-74.6439266,(973) 726-4653,Y,Y,18,Semi-private,2000,Robert McNeil,Apr 1 to Nov 15 (closed on Mondays),Open,"No denim, collared shirt required",$50.00-$70.00,$70 wknd,Yes,,,,,,,
2414,Spring Lake Golf Club,Warren Ave,Spring Lake Heights,NJ,7762,,USA,Monmouth,732,34025,,5190,EST,Y,40.1528,40.152424,-74.0364,-74.042792,(732) 449-7185,Y,Y,18,Private,1910,"George C. Thomas, Jr.",Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$40.00-$60.00,$60 wknd,1 days,,,,,,,
2415,Lower Course at Baltusrol Golf Club,Shunpike Rd,Springfield,NJ,7081,,USA,Union,973,34039,,5640,EST,Y,40.6988,40.6984,-74.3248,-74.3346,(973) 376-5160,Y,Y,36,Private,1922,A. W. Tillinghast,Apr 15 to Oct 15,Closed,"No denim, collared shirt required",$80.00,,,,,,,,,
2416,North Course at Canoe Brook Country Club,1108 Morris Tnpk,Summit,NJ,7902,,USA,Union,908,34039,,5640,EST,Y,40.7169,40.7323677,-74.3609,-74.3528582,(908) 277-2683,Y,Y,36,Private,1949,Alfred H. Tull,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$25.00-$35.00,,,,,,,,,
2417,"North/South Course at Sand Barrens Golf Club, The",1765 U.S. 9,Cape May Court House,NJ,8210,,USA,Cape May,609,34009,,560,EST,Y,39.1108,39.1366454,-74.8241,-74.7732741,(609) 465-3555,Y,Y,54,Semi-private,1997,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$99.00-	$125.00,,,,,,,,,
2419,Knickerbocker Country Club,188 Knickerbocker Rd,Tenafly,NJ,7670,,USA,Bergen,201,34003,,875,EST,Y,40.9188,40.917489,-73.9562,-73.977108,(201) 568-4034,Y,Y,18,Private,1914,Donald Ross,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00-$75.00,$10.50 wknd,Yes,,,,,,,
2420,Battleground Country Club,100 Millhurst Rd,Manalapan,NJ,7726,,USA,Monmouth,732,34025,,5190,EST,Y,40.2769,40.281879,-74.3692,-74.345257,(732) 462-7466,Y,Y,18,Private,1963,Hal Purdy,Mar 1 to Dec 31 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$45.00-$60.00,$60 wknd,7 days,,,,,,,
2423,Toms River Country Club,419 Washington St,Toms River,NJ,8753,,USA,Ocean,732,34029,,5190,EST,Y,39.9821,39.9521346,-74.1609,-74.1867182,(732) 349-8867,Y,Y,9,Private,1961,,Mar 1 to Dec 31 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00-$40.00,$40 wknd,2 days,,,,,,,
2424,Trenton Country Club,201 Sullivan Way,Trenton,NJ,8628,,USA,Mercer,609,34021,,8480,EST,Y,40.272,40.2461431,-74.8191,-74.8101495,(609) 883-3566,Y,Y,18,Private,1897,,Mar 1 to Dec 31 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",,,7 days,,,,,,,
2426,Suburban Golf Club,1730 Morris Ave,Union,NJ,7083,,USA,Union,908,34039,,5640,EST,Y,40.6941,40.6884,-74.2694,-74.2566,(908) 686-0444,Y,Y,18,Private,1896,A. W. Tillinghast,Open all year (closed on Mondays),Closed,"Collared shirt, no cutoffs, denim OK",$45.00-$60.00,$15 wknd,Yes,,,,,,,
2428,Wedgwood Country Club,200 Hurffville Rd,Turnersville,NJ,8080,,USA,Gloucester,856,34015,,6160,EST,Y,39.7561,39.7606232,-75.1094,-75.0691706,(856) 227-5522,Y,Y,18,Semi-private,1966,Gary Wrenn,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$35.00-$45.00,$45 wknd,7 days,,,,,,,
2430,Ponderlodge,7 Shawmont Ave,Villas,NJ,8251,,USA,Cape May,609,34009,,560,EST,Y,39.0306,39.001649,-74.9246,-74.943007,(609) 886-8065,Y,Y,18,Semi-private,0,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$47.00-$61.00,$61 wknd,7 days,,,,,,,
2437,Hawk Pointe Golf Course,294 New Jersey 31,Robbinsville,NJ,7882,,USA,Warren,908,34041,,5640,EST,Y,40.7557,40.7685935,-75.0041,-74.9802973,(908) 689-1870,Y,Y,18,Semi-private,2000,Kelly Blake Moran,Apr 1 to Nov 19,Open,"No denim, collared shirt and bermuda shorts required",$40.00-	$100.00,$100 wknd,Yes,,,,,,,
2438,Twin Brooks Country Club,600 Mountain Blvd,Watchung,NJ,7069,,USA,Somerset,908,34035,,5015,EST,Y,40.6265,40.6248959,-74.4552,-74.4721967,(908) 561-8858,Y,Y,18,Private,1966,Alec Ternyei,Mar 1 to Dec 31 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$45.00-$55.00,$55 wknd,2 days,,,,,,,
2439,North Jersey Country Club,594 Hamburg Turnpike,Wayne,NJ,7470,,USA,Passaic,973,34031,,875,EST,Y,40.9484,40.9551204,-74.2449,-74.2177001,(973) 595-5150,Y,Y,18,Private,1923,Walter Travis,Mar 1 to Dec 31 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$43.00-$48.00,$48 wknd,2 days,,,,,,,
2441,Preakness Hills Country Club,1050 Ratzer Rd,Wayne,NJ,7470,,USA,Passaic,973,34031,,875,EST,Y,40.9484,40.9495939,-74.2449,-74.2327874,(973) 694-2200,Y,Y,18,Private,1927,William H. Tucker,Mar 1 to Oct 19 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$60.00,$60 wknd,4 days,,,,,,,
2442,Mountain Ridge Country Club,713 Passaic Ave,West Caldwell,NJ,7006,,USA,Essex,973,34013,,5640,EST,Y,40.852,40.8582724,-74.2818,-74.2886183,(973) 575-0734,Y,Y,18,Private,1929,Donald Ross,Apr 15 to Nov 15 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$40.00-	$50.00,$50 wknd,7 days,,,,,,,
2443,Crestmont Country Club,750 Eagle Rock Ave,West Orange,NJ,7052,,USA,Essex,973,34013,,5640,EST,Y,40.7895,40.8126708,-74.2629,-74.2685193,(973) 731-0833,Y,Y,18,,1928,Donald Ross,Mar 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,7 days,,,,,,,
2444,Essex County Country Club,350 Mt Pleasant Ave,West Orange,NJ,7052,,USA,Essex,973,34013,,5640,EST,Y,40.7895,40.7893105,-74.2629,-74.2593783,(973) 731-1400,Y,Y,18,Private,1887,Charles Banks,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",,,Yes,,,,,,,
2446,First Nine Course at Montclair Golf Club,25 Prospect Ave,West Orange,NJ,7052,,USA,Essex,973,34013,,5640,EST,Y,40.7895,40.8172924,-74.2629,-74.2403435,(973) 239-0160,Y,Y,36,Private,1919,Donald Ross,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00,,,,,,,,,
2447,Rock Spring Club,Rock Spring Rd,West Orange,NJ,7052,,USA,Essex,973,34013,,5640,EST,Y,40.7895,40.7721807,-74.2629,-74.2622098,(973) 731-6466,Y,Y,18,Private,1925,Charles Banks,Apr 1 to Nov 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,2 days,,,,,,,
2449,Cranbury Golf Club,49 South Field Rd,Princeton Junction,NJ,8550,,USA,Mercer,609,34021,,8480,EST,Y,40.2948,40.281652,-74.6122,-74.59335,(609) 799-0341,Y,Y,18,Semi-private,1964,,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$31.00-$57.00,$57 wknd,7 days,,,,,,,
2451,Deerwood Country Club,18 Deerwood Dr,Mt Holly,NJ,8060,,USA,Burlington,609,34005,,6160,EST,Y,39.9896,40.0123294,-74.8021,-74.7944212,(609) 265-1800,Y,Y,18,Semi-private,1993,Jim Blaukovitch & David Alarmo,Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$33.50-$79.00,$79 wknd,2 days,,,,,,,
2452,Echo Lake Country Club,Springfield Ave,Westfield,NJ,7090,,USA,Union,908,34039,,5640,EST,Y,40.6486,40.6767552,-74.3455,-74.3312053,(908) 232-4288,Y,Y,18,Private,1928,Donald Ross,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,Yes,,,,,,,
2454,Stanton Ridge Golf & Country Club,Clubhouse Dr,Whitehouse Station,NJ,8889,,USA,Hunterdon,908,34019,,5015,EST,Y,40.6076,40.5755317,-74.7594,-74.8087393,(908) 534-1192,Y,Y,18,Private,1993,Stephen Kay,Mar 15 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$68.00-$78.00,$78 wknd,Yes,,,,,,,
2459,Legacy Golf Links,US 15-501 S,Aberdeen,NC,28315,,USA,Moore,910,37125,,,EST,Y,35.1144,,-79.4966,,(800) 344-8825,Y,Y,18,Resort,1991,"Jack Nicklaus, Jr.",Open all year,Open,"Collared shirt, no other requirements",$47.50 - $93.00,$93 wknd,7 days,,,,,,,
2462,Oak Valley Golf Club,261 Oak Valley Blvd,Advance,NC,27006,,USA,Davie,336,37059,3120,,EST,Y,36.0107,35.992265,-80.4503,-80.4472119,(336) 940-2000,Y,Y,18,Semi-private,1995,Arnold Palmer & Ed Seay,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$25.00 - $47.00,$47 wknd,7 days,,,,,,,
2466,Minnesott Golf & Country Club,806 Country Club Dr,Arapahoe,NC,28510,,USA,Pamlico,252,37137,,,EST,Y,35.0196,34.971505,-76.8244,-76.818442,(252) 249-0813,N,N,18,Semi-private,1969,Russell T. Burney,Open all year,Open,Shirt and shoes required,$14.00 - $18.50,$18.50 wknd,7 days,,,,,,,
2468,High Vista Country Club,88 Country Club Rd,Mills River,NC,28759,,USA,,,,,,,U,,35.432659,,-82.5839111,(828) 254-2947,N,Y,18,Semi-private,1976,Tom Jackson,Open all year,Reciprocal,"No denim, collared shirt required",$20.00 - $40.00,$35 wknd,2 days,,,,,,,
2469,Pinewood Country Club,247 Pinewood Rd,Asheboro,NC,27205,,USA,Randolph,336,37151,3120,,EST,Y,35.6387,35.624798,-79.8947,-79.812197,(336) 629-4444,Y,N,18,Private,1971,Tom Jackson,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$18.00 - $36.00,$36 wknd,7 days,,,,,,,
2470,Tot Hill Farm Golf Club,3183 Tot Hill Farm Rd,Asheboro,NC,27205,,USA,Randolph,336,37151,3120,,EST,Y,35.6387,35.6360262,-79.8947,-79.9074992,(336) 857-4450,Y,Y,18,Semi-private,1999,Mike Strantz,Open all year,Open,"No denim, collared shirt required",$44.00 - $54.00,$54 wknd,Yes,,,,,,,
2472,Stanly County Country Club,1 Pine Circle Dr,Badin,NC,28009,,USA,Stanly,704,37167,,,EST,Y,35.4059,,-80.1167,,(704) 422-3683,Y,N,18,Private,1924,N/A,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$7.50 - $20.00,$20 wknd,5 days,,,,,,,
2473,Old North State Club at Uwharrie Point,1520 Uwharrie Point Pkwy,Badin Lake,NC,28127,,USA,Stanly,704,37167,,,EST,Y,35.4384,35.4167299,-80.2063,-80.0949276,(336) 461-2610,Y,Y,18,Private,1992,Tom Fazio,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$26.50 - $76.00,$76 wknd,7 days,,,,,,,
2476,"Lakes Country Club, The",591 S Shore Dr,Boiling Spring Lakes,NC,28461,,USA,Brunswick,910,37019,9200,,EST,Y,34.0734,34.032138,-78.0547,-78.052434,(910) 845-2625,N,N,18,Semi-private,1960,Ed Riccoboni,Open all year,Open,No tank tops or cutoffs,$24.00 - $28.00,$28 wknd,7 days,,,,,,,
2477,Hound Ears Club,Nc Hwy 105 S,Boone,NC,28607,,USA,Watauga,828,37189,,,EST,Y,36.2085,36.183518,-81.6605,-81.747328,(828) 963-5831,Y,Y,18,Private,1963,George Cobb,Apr 1 to Nov 15,Closed,"No denim, collared shirt and bermuda shorts required",$75.00 - $75.00,$45 wknd,2 days,,,,,,,
2480,Sherwood Forest Golf Club,Hwy 276 S,Brevard,NC,28712,,USA,Transylvania,828,37175,,,EST,Y,35.2304,,-82.7632,,(828) 884-7825,N,N,18,Semi-private,1968,N/A,Open all year,Open,No tank tops or cutoffs,$9.00 - $14.00,$14 wknd,Yes,,,,,,,
