id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
1719,San Ignacio Golf Club,4201 S Camino Del Sol,Green Valley,AZ,85622,,USA,Pima,520,4019,8520,,MST,N,31.8664,31.808297,-110.9931,-111.01999,(520) 648-3468,Y,Y,18,Semi-private,1989,Arthur Hills,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$78.00 ,$78 wknd,5 days,"Located in Green Valley just a short drive south of Tucson, lies San Ignacio Golf Club. An Arthur Hills design, San Ignacio features well placed grass bunkers, dynamically shaped Bermuda fairways and some of the smoothest greens in Arizona. Known for the friendly nature of the course and the staff, San Ignacio is a favorite among the locals from the retirement community of Green Valley and nearby Tucson. The way the course rests naturally among the canyons, ridges and arroyos of the Santa Cruz River Valley pays tribute to the desert and the commanding views of the surrounding mountains. But be aware, the course can play very tight and any errant shot can fall short into many waiting greenside bunkers.",https://www.golfpass.com/travel-advisor/xgo/14559,,,,,,
1723,Kearny Golf Club,301 Airport Rd,Kearny,AZ,85137,,USA,,,,,,,U,,33.0518269,,-110.912578,(520) 363-7441,N,N,9,Semi-private,1963,,Open all year,Open,Shirt and shoes required,$9.00-$12.00,$12 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/14709,,,,,,
1725,Valle Vista Country Club,9686 Concho Dr,Kingman,AZ,86401,,USA,Mohave,928,4015,4120,,MST,N,35.2036,35.4251509,-114.0201,-113.8628376,(520) 757-8744,Y,N,18,Semi-private,1972,Fred Bolton,Open all year,Open,No tank tops or cutoffs,$15.00-$38.00,$26.40 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/542,,,,,,
1727,London Bridge East Course at London Bridge Golf Club,2400 Clubhouse Dr,Lake Havasu City,AZ,86406,,USA,Mohave,928,4015,4120,,MST,N,34.4726,34.4671257,-114.2822,-114.3108435,(520) 855-2719,N,N,36,Semi-private,1970,Lawrence Hughes,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$50.00 ,,,Previously known as London Bridge East and London Bridge Golf Club - Nassau Course.,https://www.golfpass.com/travel-advisor/xgo/14711,,,,,,
1731,"Harvest Course at Bougainvillea Golf Club, The",5740 W Baseline Rd,Phoenix,AZ,85339,,USA,Maricopa,602,4013,6200,,MST,N,33.3032,33.3774873,-112.1882,-112.1834018,,U,U,36,,0,,,,,,,,,,,,,,,
1733,"Blue Course at Wigwam Resort, The",451 N Litchfield Rd,Litchfield Park,AZ,85340,,USA,Maricopa,623,4013,6200,,MST,N,33.5445,33.5000638,-112.5171,-112.3623702,(623) 935-9414,Y,Y,54,Resort,1965,"Robert Trent Jones, Sr.",Open all year,Open,"No denim, collared shirt and bermuda shorts required",$100.00 ,,,,,,,,,,
1734,"Gallery Golf Club, The",14000 N Dove Mountain Blvd,Marana,AZ,85658,,USA,,,,,,,U,,32.463004,,-111.070468,(520) 744-2555,Y,Y,18,Private,1998,Tom Lehman & John Fought,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$55.00-$100.00,$100 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/19245,,,,,,
1737,Southern Dunes Golf Club,40456 Arizona 238,Maricopa,AZ,85239,,USA,Pinal,520,4021,6200,,MST,N,32.9044,33.0321504,-112.1461,-112.3602651,(520) 568-2000,Y,Y,18,Private,2002,Fred Couples,Open all year,Only with a Member,"No denim, collared shirt and bermuda shorts required",$100.00-$150.00,,,"Stretching over 320 acres in the southwest area, Ak-Chin Southern Dunes Golf Club (previously known as Royal Dunes) transforms mostly flat terrain into a challenging course that uses practically twice the amount of land a standard course. The course incorporates superb landscaping featuring towering mounds and hollow valleys for an interesting and scenic game. This desert golf course has wide fairways and generous landing areas. The dunes-style layout requires precision from tee to green. The difficulty of the golf course lies within the deep, strategically placed sand bunkers, multi-tiered greens, and native grass roughs. Ak-Chin Southern Dunes Golf Club provides adequate challenge for players of any skill level.",https://www.golfpass.com/travel-advisor/xgo/20769,,,,,,
1738,Alta Mesa Country Club,1460 N Alta Mesa Dr,Mesa,AZ,85205,,USA,Maricopa,480,4013,6200,,MST,N,33.4351,33.43721,-111.72,-111.711385,(480) 827-9411,Y,N,18,Private,1985,Dick Phelps,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$75.00 ,$76 wknd,7 days,"Spread out on over 160 acres, the golf course at the Alta Mesa Country Club has plenty of challenges even for the most experienced golfer. The course's traditional layout has a back nine that is particularly lengthy and difficult. The fairways are tree-lined and the manicured greens are fast, requiring precise putting. The course feels open, but there are strategically placed bunkers situated throughout the course. There are also eight lakes creating water hazards that come into play on many holes. Alta Mesa Country Club has two signature holes, the par-4 ninth with water hazards to the right of the fairway and the 18th. The golf course is an enjoyable walk and although walking is allowed, golfers will still be charged for a cart.",https://www.golfpass.com/travel-advisor/xgo/14722,,,,,,
1739,Apache Wells Country Club,5601 E Hermosa Vista Dr,Mesa,AZ,85215,,USA,Maricopa,480,4013,6200,,MST,N,33.5613,33.460687,-111.4914,-111.705994,(480) 830-4725,Y,N,18,Semi-private,1963,Jack Snyder,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$42.50 ,$42.50 wknd,7 days,"Located next to several residential areas, the golf course at the Apache Wells Country Club was designed with seniors in mind. With that consideration, the course is mostly flat to make it an easily walkable. The course was originally only a nine-hole course but in 1966, Milt Coggins designed the back nine holes. Trees line many of the fairways and there is also a housing development that runs alongside the fairways. Water hazards also come into play on several holes. Being so close to a residential area, there are many out-of-bounds stakes on both sides. Apache Wells Country Club is open to the public from mid-April to the end of October.",https://www.golfpass.com/travel-advisor/xgo/14723,,,,,,
1740,"Arizona Golf Resort & Conference Center, The",425 S Power Rd,Mesa,AZ,85206,,USA,Maricopa,480,4013,6200,,MST,N,33.397,33.4054701,-111.7198,-111.6844692,(480) 832-1661,N,Y,18,Private,1960,Jack Snyder,Open all year,Open,No tank tops or cutoffs,$35-$69,$69 wknd,5 days,"The Arizona Golf Resort is home to a golf school and a challenging 18-hole course. The golf course is known for its difficult and scenic par-3 holes. It is has a traditional layout that features large, subtly sloped greens that are guarded by bunkers. Stately cottonwood and eucalyptus trees line the generous fairways. Lakes form water hazards that come into play on five holes and there is also native rough throughout the course. With four sets of tee boxes, the course offers a suitable challenge for players of all skill levels. In addition to the course and the school, the Arizona Golf Resort has a putting green and chipping area as well.",https://www.golfpass.com/travel-advisor/xgo/15684,,,,,,
1747,Fountain of the Sun Country Club,500 S 80th St,Mesa,AZ,85208,,USA,Maricopa,480,4013,6200,,MST,N,33.4039,33.4051226,-111.6399,-111.6590668,(480) 986-3128,Y,N,18,Private,1971,Red Lawrence,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00 ,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/14726,,,,,,
1749,Championship Course at Leisure World Country Club,908 S Power Rd,Mesa,AZ,85206,,USA,Maricopa,480,4013,6200,,MST,N,33.397,33.398972,-111.7198,-111.684819,(480) 832-0003,Y,N,36,Private,1979,Greg Nash,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$28.00-$56.00,,,,,,,,,,
1751,Mesa Country Club,660 W Fairway Dr,Mesa,AZ,85201,,USA,Maricopa,480,4013,6200,,MST,N,33.434,33.4380131,-111.8483,-111.8457663,(480) 964-3514,Y,N,18,Private,1930,Dick Turner,Open all year,Reciprocal,"Collared shirt, no cuNatoffs, denim OK",$100.00 ,$100 wknd,1 days,"The golf course at the Mesa Country Club is a championship-length course with a traditional style layout. It has a desert landscape with a natural rolling terrain, causing uneven lies and elevation changes. In addition to the hills, there are also water hazards that come into play. Deep bunkers protect several of the course's greens. The challenges of the course make for great play by golfers of all abilities. Mesa Country Club also has practice facilities including a full-size driving range, a putting green, and also a chipping area. The club also offers golf clinics for players of all ages as well as private lessons.",https://www.golfpass.com/travel-advisor/xgo/14728,,,,,,
1754,Red Mountain Ranch Country Club,6425 E Teton Cir,Mesa,AZ,85215,,USA,Maricopa,480,4013,6200,,MST,N,33.5613,33.4884578,-111.4914,-111.6904183,(480) 981-6501,N,Y,18,Private,1986,Pete Dye,Open all year,Closed,"No denim, collared shirt required",,,7 days,"The golf course at Red Mountain Ranch & Country Club is a beautifully designed layout set against a desert landscape with rock formations, mesquite trees, and cacti. Pete and Perry Dye designed the course, combining both beauty and challenge. This championship course was built on rolling terrain and has large, sharply contoured greens and extensive mounding that is reinforced with railroad ties. There are not only deep sand bunkers but also grass bunkers protecting the greens. There are also four ponds on the course at Red Mountain Ranch & Country Club, but only three create water hazards that come into play on four holes. A notable hole on the course in which water comes into play is the sixth, a hole that has a peninsula green with water surrounding it along three sides.",https://www.golfpass.com/travel-advisor/xgo/15686,,,,,,
1758,Sunland Village Golf Course,725 S Rochester,Mesa,AZ,85206,,USA,Maricopa,480,4013,6200,,MST,N,33.397,33.403994,-111.7198,-111.725421,(480) 832-3691,Y,Y,18,Semi-private,1975,"Milt Coggins, Jeff Hardin & Greg Nash",Open all year,Open,Shirt and shoes required,$15.00-$25.00,$22 wknd,2 days,"Located in the east valley, the Sunland Village Golf Course is an 18-hole course with a traditional layout. The semi-rolling landscape of the course features subtle elevation changes and tall, mature trees sprinkled throughout. The medium-sized greens are slightly undulating and the fairways are tree-lined. There are also ponds on the course that come into play on many holes. A notable hole is the par-3 16th. It is a mere 86 yards, but it requires a precise shot past water to the green. The Sunland Village Golf Course facility has three different putting and chipping greens for golfers to use as well as a driving range.",https://www.golfpass.com/travel-advisor/xgo/14718,,,,,,
1761,Championship Course at Viewpoint Golf Resort,650 N Hawes Rd,Mesa,AZ,85207,,USA,Maricopa,480,4013,6200,,MST,N,33.4549,33.430318,-111.6404,-111.651078,(480) 373-8715,Y,Y,27,Resort,1996,Michael Rus,Open all year,Open,Shirt and shoes required,$50.00 ,,,"The Viewpoint Golf Resort offers both a championship course as well as an executive golf course. The Championship Course provides a fair test of skill of golfers of any skill level with generous, rolling fairways lined with trees and some greens that are severely sloped from back to front. With numerous sand bunkers and water hazards that come into play in the form of three lakes and a small creek, the course definitely makes strategic shot-making a priority. The course also provides a scenic atmosphere for the game with panoramic mountain views and cascading waterfalls throughout. Viewpoint Golf Resort's Championship course is easy to walk and there are four sets of tees for a variety of different golfing options.",https://www.golfpass.com/travel-advisor/xgo/14719,,,,,,
1763,Pinewood Country Club,395 Pinewood Blvd,Munds Park,AZ,86017,,USA,Coconino,928,4005,2620,,MST,N,34.9377,34.9409002,-111.6409,-111.6426914,(520) 286-1110,Y,Y,18,Private,1958,Lawrence Hughes,Apr 15 to Nov 15,Closed,"No denim, collared shirt and bermuda shorts required",$45.00-$50.00,$36 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/14734,,,,,,
1765,Kino Springs Golf Course,187 Kino Springs Dr,Nogales,AZ,85621,,USA,Santa Cruz,520,4023,,,MST,N,31.4355,31.3782104,-110.9671,-110.8528662,(520) 287-8701,N,Y,18,Semi-private,1970,Red Lawrence,Open all year,Open,No tank tops or cutoffs,$35.00 ,$35 wknd,7 days,"Surrounded by acres of gently rolling hills studded with native mesquite and oak trees, Kino Springs Golf Course has a stunning location along the Santa Cruz River. Savvy birdwatchers know that it's a major flyway where you can see flycatchers, orioles, kingfishers, and grey hawks. The course is part of the historic Estancia Yerba Buena Ranch, which has hosted an impressive guest list over the years that includes John Wayne and Elizabeth Taylor. The golf course is player friendly enough for beginners but it has enough risk-reward opportunities to appeal to low handicappers. The opening holes play across open meadows but by the fifth hole you'll find yourself in canyon country. Mature pine trees frame Kino Springs Golf Course's last five holes but the views from the elevated tees stretch past the treetops to the scenic river.",https://www.golfpass.com/travel-advisor/xgo/15690,,,,,,
1766,Palo Duro Creek Golf Course,2690 N Country Club Dr,Nogales,AZ,85621,,USA,Santa Cruz,520,4023,,,MST,N,31.4355,31.3812627,-110.9671,-110.9633003,(520) 761-4394,Y,Y,18,Semi-private,1963,Red Lawrence,Open all year,Open,Shirt and shoes required,$13.00-$25.00,$25 wknd,2 days,"Palo Duro Creek is a wonderful course that is sometimes maligned by the locals for being in less-than-perfect condition. Out-of-bounds squeezes the narrow fairways on most holes on the front nine as it winds through a residential community. Then water becomes the predominant hazard on the back, impacting almost every hole. Your approaches will find fast, undulating bent-grass greens.The design features two challenging par 5s: The 549-yard No. 5 plays uphill into the prevailing wind, and No. 12 plays almost 600 yards with a tee shot through a chute of trees, and two more shots over water, including the approach into a green that is surrounded by the wet stuff. Another tough hole is No. 14, a 225-yard par 3 that requires a solid shot to carry the water.Getting there : From I-27 south, exit Hunsley and go west. When you get to Country Club Dr., turn south and the course is about a mile away.",https://www.golfpass.com/travel-advisor/xgo/2809,,,,,,
1767,"Stone Canyon Golf Club, The",W Vistoso Highlands Dr,Oro Valley,AZ,85737,,USA,Pima,520,4019,8520,,MST,N,32.4033,32.4545706,-110.977,-110.9799488,(520) 219-9000,U,U,,Private,2000,Jay Morrish,,,,,,Yes,,https://www.golfpass.com/travel-advisor/xgo/22748,,,,,,
1768,Pine Meadow Country Club Estates,Mogollon Dr &amp; Country Club Dr,Heber-Overgaard,AZ,85928,,USA,Navajo,928,4017,,,MST,N,34.4386,34.397712,-110.6317,-110.550278,(520) 535-4220,Y,Y,9,Semi-private,1988,Jack Snyder,Open all year,Open,No tank tops or cutoffs,$31.00 ,$31 wknd,7 days,Editor's Note: Course closed for business.,,,,,,,
1769,Mountain Shadows Golf Club,5517 E Lincoln Dr,Paradise Valley,AZ,85253,,USA,Maricopa,480,4013,6200,,MST,N,33.5452,33.5309932,-111.9596,-111.9628817,(480) 905-8999,Y,Y,18,Semi-private,2005,Jack Snyder,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$35.00-$69.00,,,,,,,,,,
1770,Paradise Valley Country Club,7101 N Tatum Blvd,Paradise Valley,AZ,85253,,USA,Maricopa,480,4013,6200,,MST,N,33.5452,33.538632,-111.9596,-111.972194,(602) 840-8100,N,N,18,Private,1957,Lawrence Hughes,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$60.00-$80.00,$80 wknd,Yes,"Voted the best private club in Arizona by Club Leader Forum, the golf course at the prestigious Paradise Valley Country Club does not disappoint when it comes to providing a superb game of golf with an exclusive, serene setting. Elevated tees and greens give the course a challenging edge. The greens are also impeccably maintained. Water hazards and sand bunkers also come into play on many holes. The course has undergone a few redesigns created by Geoffrey Cornish and Gary Panks, which further enhanced the course. Paradise Valley Country Club also offers various practice areas as well as a pro shop and restaurant.",https://www.golfpass.com/travel-advisor/xgo/15692,,,,,,
1771,Stonecreek Golf Club,4435 E Paradise Village Pkwy S,Phoenix,AZ,85032,,USA,Maricopa,602,4013,6200,,MST,N,33.6257,33.59555,-112.0032,-111.984545,(602) 953-9110,N,Y,18,Semi-private,1983,Roy Dye & Gary Grandstaff,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$125.00 ,$125 wknd,7 days,"The course at Stonecreek Golf Club has a traditional links-style layout that meanders through Paradise Valley, providing stunning mountain vistas to the south and west. The golf course has undergone several renovations since its opening and the result is superb round of golf in a beautiful setting. The hilly fairways and fast greens are immaculate and well manicured. Water hazards come into play on five holes. There are also bunkers strategically placed throughout the course. Stonecreek Golf Club also has convenient practice facilities including a putting green and chipping area. There is also a pro shop and professional golf instructors on the premises.",https://www.golfpass.com/travel-advisor/xgo/15693,,,,,,
1773,"Golf Club at Chaparral Pines, The",504 Club Dr,Payson,AZ,85541,,USA,Gila,928,4007,,,MST,N,34.0407,34.2573145,-111.1654,-111.2810918,(520) 472-8330,Y,Y,18,Private,1997,David Graham & Gary Panks,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$50.00-$85.00,$85 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/15694,,,,,,
1775,"Rim Golf Club, The",402 S Clubhouse Rd,Payson,AZ,85541,,USA,Gila,928,4007,,,MST,N,34.0407,34.2308684,-111.1654,-111.3251355,(520) 472-6840,Y,N,18,Private,1999,Tom Weiskopf & Jay Morrish,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$85.00 ,$85 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/20783,,,,,,
1776,Shadow Mountain Country Club,1105 Irene St,Pearce,AZ,85625,,USA,Cochise,520,4003,,,MST,N,31.9924,31.9393306,-109.6963,-109.8430242,(520) 826-3412,N,N,18,Semi-private,1960,,Open all year,Open,No tank tops or cutoffs,$13.50-$16.50,$16.50 wknd,30 days,,,,,,,,
1777,Country Meadows Golf Course,8411 N 107th Ave,Peoria,AZ,85345,,USA,Maricopa,623,4013,6200,,MST,N,33.5921,33.5559471,-112.4065,-112.2888557,(623) 972-1364,Y,Y,18,Semi-private,1978,Greg Nash,Open all year,Open,No dress code,$15.00-$21.00,$15 wknd,365 days,,https://www.golfpass.com/travel-advisor/xgo/26713,,,,,,
1778,Charter Course at Quintero Golf & Country Club,16752 Arizona 74,Peoria,AZ,85383,,USA,Maricopa,623,4013,6200,,MST,N,33.6957,33.8278902,-112.2477,-112.2732113,(928) 501-1500,Y,Y,36,Private,0,Greg Norman,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,,
1780,Vistas Golf Club,18823 N Country Club Pkwy,Peoria,AZ,85382,,USA,Maricopa,623,4013,6200,,MST,N,33.6458,33.666209,-112.2455,-112.250984,(623) 566-1633,N,N,18,Semi-private,1990,Ken Kavanaugh,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$18.00-$32.00,$32 wknd,3 days,Editor's Note: Course closed for business in 07/2023.,,,,,,,
1781,Westbrook Village Country Club,19260 N Westbrook Pkwy,Peoria,AZ,85382,,USA,Maricopa,623,4013,6200,,MST,N,33.6458,33.6592,-112.2455,-112.265377,(623) 566-3439,Y,N,18,Semi-private,1980,Ted Robinson,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$78.00 ,$78 wknd,2 days,,,,,,,,
1784,Adobe Course at Arizona Biltmore Country Club,N 24th St &amp; E Missouri Ave,Phoenix,AZ,85016,,USA,Maricopa,602,4013,6200,,MST,N,33.527,33.516641,-112.0225,-112.0302664,(602) 955-9655,N,Y,36,Private,1928,William P. Bell,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$76-$150,,,,,,,,,,
1785,"Arizona Country Club, The",5668 E Orange Blossom Ln,Phoenix,AZ,85018,,USA,Maricopa,602,4013,6200,,MST,N,33.4998,33.481049,-111.9816,-111.958129,(480) 946-4565,Y,N,18,Private,1946,Ernest Suggs & Willie Wansa,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40-$80,$80 wknd,1 days,"Arizona Country Club dates to 1909, when the Ingleside Golf Resort opened, gaining the honor of being Phoenix's very first winter resort, and, by 1946, a golf course redesign laid the course out for a more modern golf style, creating the Arizona Country Club. It quickly became the valley's premier private club, hosting the Phoenix Open from 1955 to 1973. Golfers such as Arnold Palmer, Jack Nicklaus, and Gary Player have teed off on the course, and the club has been a 60-year staple in Arizona golf.The Arizona Country Club golf course is known for offering an alternative to typical desert golf, placing a premium on course management and shot-making skills, with rows of mature trees providing a Midwest feel and scattered palms adding a tropical touch.After a round on the Arizona Country Club golf course, retire to the clubhouse, where males and females can segregate themselves into the Men's Grill and Women's Lounge before reconvening the family in the Mixed Grill for an indoor or outdoor meal.",https://www.golfpass.com/travel-advisor/xgo/14745,,,,,,
